"행정구역","2024년09월_계_총인구수","2024년09월_계_연령구간인구수","2024년09월_계_0~9세","2024년09월_계_10~19세","2024년09월_계_20~29세","2024년09월_계_30~39세","2024년09월_계_40~49세","2024년09월_계_50~59세","2024년09월_계_60~69세","2024년09월_계_70~79세","2024년09월_계_80~89세","2024년09월_계_90~99세","2024년09월_계_100세 이상","2024년09월_남_총인구수","2024년09월_남_연령구간인구수","2024년09월_남_0~9세","2024년09월_남_10~19세","2024년09월_남_20~29세","2024년09월_남_30~39세","2024년09월_남_40~49세","2024년09월_남_50~59세","2024년09월_남_60~69세","2024년09월_남_70~79세","2024년09월_남_80~89세","2024년09월_남_90~99세","2024년09월_남_100세 이상","2024년09월_여_총인구수","2024년09월_여_연령구간인구수","2024년09월_여_0~9세","2024년09월_여_10~19세","2024년09월_여_20~29세","2024년09월_여_30~39세","2024년09월_여_40~49세","2024년09월_여_50~59세","2024년09월_여_60~69세","2024년09월_여_70~79세","2024년09월_여_80~89세","2024년09월_여_90~99세","2024년09월_여_100세 이상"
"경기도 오산시 대원2동(4137052600)","24,421","24,421","2,470","2,916","2,547","4,569","4,930","3,616","2,019","898","410","45","1","12,769","12,769","1,262","1,545","1,391","2,529","2,630","1,866","982","400","152","12","0","11,652","11,652","1,208","1,371","1,156","2,040","2,300","1,750","1,037","498","258","33","1"
"경기도 오산시 남촌동(4137053000)","25,499","25,499","1,729","1,697","3,437","5,940","5,239","3,676","2,254","994","472","59","2","14,932","14,932","859","860","2,014","3,690","3,284","2,256","1,291","484","183","11","0","10,567","10,567","870","837","1,423","2,250","1,955","1,420","963","510","289","48","2"
"경기도 오산시 신장1동(4137054300)","35,231","35,231","2,425","4,820","3,895","4,466","7,028","5,506","4,015","1,946","993","135","2","17,774","17,774","1,254","2,408","2,061","2,412","3,654","2,878","1,852","857","369","29","0","17,457","17,457","1,171","2,412","1,834","2,054","3,374","2,628","2,163","1,089","624","106","2"
"경기도 오산시 신장2동(4137054600)","22,979","22,979","2,004","2,689","2,339","3,201","4,606","3,562","2,777","1,216","504","79","2","11,847","11,847","1,005","1,431","1,240","1,693","2,485","1,860","1,371","566","184","12","0","11,132","11,132","999","1,258","1,099","1,508","2,121","1,702","1,406","650","320","67","2"
"경기도 오산시 세마동(4137055000)","31,587","31,587","2,877","3,518","3,817","4,973","6,131","4,861","3,333","1,337","633","104","3","16,337","16,337","1,500","1,831","2,060","2,667","3,187","2,492","1,671","675","242","12","0","15,250","15,250","1,377","1,687","1,757","2,306","2,944","2,369","1,662","662","391","92","3"
"경기도 오산시 초평동(4137056000)","19,475","19,475","1,319","1,937","2,377","3,360","3,464","3,217","2,257","986","493","64","1","10,127","10,127","664","1,026","1,276","1,873","1,899","1,636","1,135","430","171","17","0","9,348","9,348","655","911","1,101","1,487","1,565","1,581","1,122","556","322","47","1"
"경기도 시흥시 (4139000000)","518,559","518,559","41,839","51,499","61,726","75,706","91,755","93,157","65,633","23,976","11,409","1,803","56","270,402","270,402","21,246","26,235","33,536","40,755","49,389","48,598","34,821","11,452","3,975","384","11","248,157","248,157","20,593","25,264","28,190","34,951","42,366","44,559","30,812","12,524","7,434","1,419","45"
"경기도 시흥시 대야동(4139051000)","42,116","42,116","2,832","3,146","5,299","6,203","6,079","7,860","6,904","2,443","1,146","202","2","21,248","21,248","1,456","1,615","2,776","3,212","3,178","3,812","3,589","1,182","385","43","0","20,868","20,868","1,376","1,531","2,523","2,991","2,901","4,048","3,315","1,261","761","159","2"
"경기도 시흥시 신천동(4139052000)","33,359","33,359","1,121","2,272","4,581","3,914","3,900","7,348","6,487","2,414","1,156","158","8","17,173","17,173","570","1,179","2,503","2,210","2,062","3,696","3,408","1,138","377","27","3","16,186","16,186","551","1,093","2,078","1,704","1,838","3,652","3,079","1,276","779","131","5"
"경기도 시흥시 신현동(4139053100)","9,139","9,139","282","546","1,060","965","970","1,977","2,032","835","400","69","3","4,806","4,806","135","275","594","582","522","1,028","1,080","427","137","24","2","4,333","4,333","147","271","466","383","448","949","952","408","263","45","1"
"경기도 시흥시 은행동(4139054000)","54,575","54,575","5,679","6,235","5,572","7,612","10,681","8,700","6,486","2,399","1,035","173","3","27,161","27,161","2,852","3,179","2,883","3,754","5,445","4,278","3,254","1,164","326","25","1","27,414","27,414","2,827","3,056","2,689","3,858","5,236","4,422","3,232","1,235","709","148","2"
"경기도 시흥시 매화동(4139055000)","11,356","11,356","459","936","1,350","1,105","1,474","2,422","2,043","945","523","96","3","5,986","5,986","237","471","784","646","786","1,288","1,128","424","202","19","1","5,370","5,370","222","465","566","459","688","1,134","915","521","321","77","2"
"경기도 시흥시 목감동(4139057000)","40,971","40,971","4,251","4,158","3,346","6,278","8,255","6,002","5,317","2,292","912","153","7","20,730","20,730","2,155","2,076","1,739","3,113","4,382","3,089","2,648","1,166","324","38","0","20,241","20,241","2,096","2,082","1,607","3,165","3,873","2,913","2,669","1,126","588","115","7"
"경기도 시흥시 군자동(4139058100)","21,775","21,775","1,116","2,014","2,467","2,472","3,622","4,233","3,552","1,470","722","105","2","11,343","11,343","572","1,021","1,384","1,401","1,992","2,236","1,820","656","245","16","0","10,432","10,432","544","993","1,083","1,071","1,630","1,997","1,732","814","477","89","2"
"경기도 시흥시 월곶동(4139058200)","17,385","17,385","1,106","1,551","1,921","2,477","3,041","3,286","2,379","1,019","519","85","1","9,093","9,093","561","810","1,039","1,380","1,643","1,760","1,195","481","200","23","1","8,292","8,292","545","741","882","1,097","1,398","1,526","1,184","538","319","62","0"
"경기도 시흥시 정왕본동(4139058900)","18,122","18,122","759","1,041","2,354","3,252","3,608","3,662","2,366","723","303","52","2","11,468","11,468","373","544","1,546","2,236","2,423","2,386","1,451","382","120","6","1","6,654","6,654","386","497","808","1,016","1,185","1,276","915","341","183","46","1"
"경기도 시흥시 정왕1동(4139059100)","21,226","21,226","918","1,780","3,884","2,770","3,780","4,210","2,626","811","381","62","4","12,727","12,727","475","907","2,542","1,738","2,389","2,568","1,568","394","132","14","0","8,499","8,499","443","873","1,342","1,032","1,391","1,642","1,058","417","249","48","4"
"경기도 시흥시 정왕2동(4139059200)","27,216","27,216","1,489","3,013","3,858","3,122","4,450","5,955","3,507","1,077","654","91","0","14,088","14,088","739","1,517","2,149","1,708","2,354","3,013","1,885","476","224","23","0","13,128","13,128","750","1,496","1,709","1,414","2,096","2,942","1,622","601","430","68","0"
"경기도 시흥시 정왕3동(4139059300)","21,535","21,535","1,090","1,937","2,452","2,685","4,030","4,669","3,098","1,007","499","62","6","12,350","12,350","548","1,012","1,459","1,622","2,477","2,740","1,809","474","196","13","0","9,185","9,185","542","925","993","1,063","1,553","1,929","1,289","533","303","49","6"
"경기도 시흥시 정왕4동(4139059400)","19,729","19,729","1,096","2,247","3,042","2,214","3,012","4,399","2,412","756","475","75","1","9,761","9,761","572","1,154","1,558","1,164","1,421","2,079","1,314","310","170","19","0","9,968","9,968","524","1,093","1,484","1,050","1,591","2,320","1,098","446","305","56","1"
"경기도 시흥시 배곧1동(4139059600)","35,313","35,313","4,594","5,142","3,078","5,440","8,241","4,927","2,740","780","329","37","5","17,674","17,674","2,338","2,614","1,555","2,561","4,226","2,474","1,385","400","108","11","2","17,639","17,639","2,256","2,528","1,523","2,879","4,015","2,453","1,355","380","221","26","3"
"경기도 시흥시 배곧2동(4139059700)","35,474","35,474","3,590","4,540","5,062","6,375","7,516","5,155","2,383","602","214","36","1","18,472","18,472","1,817","2,244","2,641","3,510","3,938","2,716","1,231","289","79","7","0","17,002","17,002","1,773","2,296","2,421","2,865","3,578","2,439","1,152","313","135","29","1"
"경기도 시흥시 과림동(4139062100)","1,796","1,796","43","36","123","162","153","296","570","287","112","14","0","1,101","1,101","23","18","73","109","102","203","347","174","49","3","0","695","695","20","18","50","53","51","93","223","113","63","11","0"
"경기도 시흥시 연성동(4139063000)","23,882","23,882","1,677","2,284","3,235","3,171","3,490","5,050","2,980","1,192","700","103","0","12,202","12,202","869","1,173","1,691","1,694","1,797","2,563","1,599","545","251","20","0","11,680","11,680","808","1,111","1,544","1,477","1,693","2,487","1,381","647","449","83","0"
"경기도 시흥시 장곡동(4139063100)","46,728","46,728","5,825","5,294","4,781","8,551","8,637","7,011","4,283","1,555","674","113","4","23,468","23,468","2,942","2,741","2,367","4,221","4,394","3,537","2,280","740","214","32","0","23,260","23,260","2,883","2,553","2,414","4,330","4,243","3,474","2,003","815","460","81","4"
"경기도 시흥시 능곡동(4139064000)","26,101","26,101","2,472","2,723","3,188","3,933","4,213","4,708","2,899","1,243","611","107","4","12,947","12,947","1,289","1,388","1,557","2,011","2,115","2,284","1,504","559","219","21","0","13,154","13,154","1,183","1,335","1,631","1,922","2,098","2,424","1,395","684","392","86","4"
"경기도 시흥시 거북섬동(4139065000)","10,761","10,761","1,440","604","1,073","3,005","2,603","1,287","569","126","44","10","0","6,604","6,604","723","297","696","1,883","1,743","848","326","71","17","0","0","4,157","4,157","717","307","377","1,122","860","439","243","55","27","10","0"
"경기도 군포시 (4141000000)","257,498","257,498","14,046","23,209","32,081","35,166","37,700","46,745","40,496","17,360","9,000","1,658","37","127,765","127,765","7,229","11,996","16,798","18,646","18,837","22,806","19,576","8,143","3,272","454","8","129,733","129,733","6,817","11,213","15,283","16,520","18,863","23,939","20,920","9,217","5,728","1,204","29"
"경기도 군포시 군포1동(4141051000)","31,759","31,759","1,452","2,244","4,466","4,304","4,308","6,102","5,491","2,243","977","169","3","16,731","16,731","728","1,174","2,422","2,463","2,384","3,172","2,861","1,100","378","49","0","15,028","15,028","724","1,070","2,044","1,841","1,924","2,930","2,630","1,143","599","120","3"
"경기도 군포시 군포2동(4141052000)","41,593","41,593","2,460","4,465","5,213","5,171","6,348","7,686","6,446","2,481","1,123","199","1","20,604","20,604","1,230","2,345","2,708","2,696","3,087","3,665","3,204","1,182","429","57","1","20,989","20,989","1,230","2,120","2,505","2,475","3,261","4,021","3,242","1,299","694","142","0"
"경기도 군포시 산본1동(4141054000)","14,591","14,591","423","632","1,948","2,144","1,646","2,545","2,940","1,489","696","127","1","7,448","7,448","224","328","1,085","1,285","932","1,244","1,388","683","253","26","0","7,143","7,143","199","304","863","859","714","1,301","1,552","806","443","101","1"
"경기도 군포시 산본2동(4141055000)","25,233","25,233","1,560","2,487","2,883","3,267","3,707","4,484","4,171","1,683","829","155","7","12,201","12,201","803","1,240","1,492","1,642","1,755","2,120","1,994","803","306","46","0","13,032","13,032","757","1,247","1,391","1,625","1,952","2,364","2,177","880","523","109","7"
"경기도 군포시 금정동(4141056000)","19,136","19,136","821","1,124","2,717","3,020","2,616","3,507","3,359","1,316","570","84","2","10,016","10,016","458","583","1,435","1,713","1,468","1,806","1,657","669","214","12","1","9,120","9,120","363","541","1,282","1,307","1,148","1,701","1,702","647","356","72","1"
"경기도 군포시 재궁동(4141057000)","17,270","17,270","713","1,117","2,167","2,853","2,222","2,974","2,842","1,385","837","159","1","8,207","8,207","376","571","1,104","1,519","1,091","1,386","1,253","608","262","37","0","9,063","9,063","337","546","1,063","1,334","1,131","1,588","1,589","777","575","122","1"
"경기도 군포시 오금동(4141058000)","20,081","20,081","1,191","1,758","2,381","3,314","3,135","3,451","2,812","1,184","737","117","1","9,670","9,670","607","904","1,245","1,658","1,496","1,651","1,275","513","285","36","0","10,411","10,411","584","854","1,136","1,656","1,639","1,800","1,537","671","452","81","1"
"경기도 군포시 수리동(4141059000)","15,206","15,206","623","1,281","1,784","1,872","2,095","2,820","2,440","1,271","853","164","3","7,245","7,245","331","664","913","959","988","1,380","1,110","543","301","54","2","7,961","7,961","292","617","871","913","1,107","1,440","1,330","728","552","110","1"
"경기도 군포시 궁내동(4141060000)","19,589","19,589","1,218","2,740","2,368","1,918","3,225","3,920","2,404","996","674","123","3","9,570","9,570","645","1,413","1,231","973","1,477","1,892","1,191","459","252","37","0","10,019","10,019","573","1,327","1,137","945","1,748","2,028","1,213","537","422","86","3"
"경기도 군포시 대야동(4141061000)","9,191","9,191","458","826","955","1,121","1,277","1,769","1,579","794","343","66","3","4,592","4,592","228","425","497","579","657","859","803","396","130","18","0","4,599","4,599","230","401","458","542","620","910","776","398","213","48","3"
"경기도 군포시 광정동(4141062000)","23,429","23,429","1,142","2,276","3,169","3,011","3,273","4,504","3,383","1,454","976","232","9","11,375","11,375","582","1,178","1,630","1,576","1,547","2,201","1,612","663","317","66","3","12,054","12,054","560","1,098","1,539","1,435","1,726","2,303","1,771","791","659","166","6"
"경기도 군포시 송부동(4141063000)","20,420","20,420","1,985","2,259","2,030","3,171","3,848","2,983","2,629","1,064","385","63","3","10,106","10,106","1,017","1,171","1,036","1,583","1,955","1,430","1,228","524","145","16","1","10,314","10,314","968","1,088","994","1,588","1,893","1,553","1,401","540","240","47","2"
"경기도 의왕시 (4143000000)","154,923","154,923","10,997","12,974","18,504","22,613","21,756","26,881","24,892","10,512","4,879","888","27","76,728","76,728","5,691","6,678","9,696","11,622","11,020","12,786","12,063","5,125","1,853","189","5","78,195","78,195","5,306","6,296","8,808","10,991","10,736","14,095","12,829","5,387","3,026","699","22"
"경기도 의왕시 고천동(4143051000)","13,708","13,708","1,151","780","1,544","3,633","1,603","1,513","1,956","1,001","427","96","4","6,882","6,882","602","412","756","1,901","883","710","925","483","188","19","3","6,826","6,826","549","368","788","1,732","720","803","1,031","518","239","77","1"
"경기도 의왕시 부곡동(4143052000)","29,281","29,281","2,195","2,200","3,324","4,699","4,113","4,819","4,411","2,090","1,221","206","3","14,767","14,767","1,099","1,161","1,780","2,474","2,238","2,382","2,178","970","435","49","1","14,514","14,514","1,096","1,039","1,544","2,225","1,875","2,437","2,233","1,120","786","157","2"
"경기도 의왕시 오전동(4143053000)","33,757","33,757","2,090","3,248","4,083","3,883","4,924","6,217","5,690","2,479","989","152","2","16,736","16,736","1,073","1,701","2,165","2,003","2,390","3,005","2,719","1,245","410","25","0","17,021","17,021","1,017","1,547","1,918","1,880","2,534","3,212","2,971","1,234","579","127","2"
"경기도 의왕시 내손1동(4143054000)","19,873","19,873","1,160","1,767","2,697","2,278","2,655","3,780","3,469","1,290","653","120","4","9,757","9,757","589","927","1,397","1,137","1,330","1,784","1,714","617","237","25","0","10,116","10,116","571","840","1,300","1,141","1,325","1,996","1,755","673","416","95","4"
"경기도 의왕시 내손2동(4143055000)","21,354","21,354","1,798","2,001","2,432","3,098","3,224","3,723","3,190","1,180","596","107","5","10,469","10,469","947","1,014","1,265","1,535","1,616","1,717","1,551","574","225","25","0","10,885","10,885","851","987","1,167","1,563","1,608","2,006","1,639","606","371","82","5"
"경기도 의왕시 청계동(4143056000)","36,950","36,950","2,603","2,978","4,424","5,022","5,237","6,829","6,176","2,472","993","207","9","18,117","18,117","1,381","1,463","2,333","2,572","2,563","3,188","2,976","1,236","358","46","1","18,833","18,833","1,222","1,515","2,091","2,450","2,674","3,641","3,200","1,236","635","161","8"
"경기도 하남시 (4145000000)","329,693","329,693","29,054","32,407","34,980","50,813","60,689","49,063","42,242","21,297","7,868","1,237","43","163,954","163,954","14,992","16,347","17,304","25,153","30,962","24,998","20,336","10,436","3,181","237","8","165,739","165,739","14,062","16,060","17,676","25,660","29,727","24,065","21,906","10,861","4,687","1,000","35"
