hpid1,hpid2,travel_time,측정시각
A1300011,A1303449,22.3822,241110_190845
A1300011,A2700001,83.1281,241110_190845
A1300011,A2700002,81.4432,241110_190845
A1300011,A2700003,68.0844,241110_190845
A1300011,A2700004,81.1046,241110_190845
A1300011,A2700005,78.2627,241110_190845
A1300011,A2700006,84.441,241110_190845
A1300011,A2700007,48.8387,241110_190845
A1300011,A2700008,72.2342,241110_190845
A1300011,A2700009,77.1597,241110_190845
A1300011,A2700011,78.8669,241110_190845
A1300011,A2700012,63.1338,241110_190845
A1300011,A2700013,46.7588,241110_190845
A1300011,A2700014,76.3655,241110_190845
A1300011,A2700015,53.8639,241110_190845
A1300011,A2700016,76.955,241110_190845
A1300011,A2700017,52.103,241110_190845
A1300011,A2700018,62.9453,241110_190845
A1300011,A2700019,30.0899,241110_190845
A1300011,A2700020,94.4171,241110_190845
A1300011,A2700023,88.3922,241110_190845
A1300011,A2700026,111.6023,241110_190845
A1300011,A2700030,45.1091,241110_190845
A1300011,A2700031,95.2307,241110_190845
A1300011,A2700036,32.6507,241110_190845
A1300011,A2700038,39.8334,241110_190845
A1300011,A2700052,148.6123,241110_190845
A1300011,A2700063,70.2934,241110_190845
A1300011,A2700066,37.3595,241110_190845
A1300011,A2700070,38.2147,241110_190845
A1300011,A2700071,106.9627,241110_190845
A1300011,A2700097,67.8577,241110_190845
A1300011,A2702563,82.3469,241110_190845
A1300011,A2702752,93.4618,241110_190845
A1300011,E2700553,363.7887,241110_190845
A1300011,E2700554,86.3238,241110_190845
A1300018,A1300001,30.515,241110_190845
A1300018,A1300002,23.1863,241110_190845
A1300018,A1300003,33.62,241110_190845
A1300018,A1300004,35.1448,241110_190845
A1300018,A1300005,26.2366,241110_190845
A1300018,A1300006,32.1608,241110_190845
A1300018,A1300007,31.0107,241110_190845
A1300018,A1300008,22.2875,241110_190845
A1300018,A1300009,11.8859,241110_190845
A1300018,A1300010,23.6783,241110_190845
A1300018,A1300011,30.1897,241110_190845
A1300018,A1300033,18.473,241110_190845
A1300018,A1300034,33.6143,241110_190845
A1300018,A1300038,34.5128,241110_190845
A1300018,A1300045,36.4855,241110_190845
A1300018,A1300076,34.5206,241110_190845
A1300018,A1300081,18.1559,241110_190845
A1300018,A1300110,32.6408,241110_190845
A1300018,A1303386,29.4371,241110_190845
A1300018,A1303449,45.6681,241110_190845
A1300018,A2700001,83.0029,241110_190845
A1300018,A2700002,63.9014,241110_190845
A1300018,A2700003,57.1899,241110_190845
A1300018,A2700004,80.9947,241110_190845
A1300018,A2700005,60.4845,241110_190845
A1300018,A2700006,82.9338,241110_190845
A1300018,A2700007,47.4315,241110_190845
A1300018,A2700008,54.4173,241110_190845
A1300018,A2700009,75.8045,241110_190845
